userid,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14
1765,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA
1766,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1767,1,0,1,2,1,0,0,0,0,0,NA,NA,NA,NA
1768,1,1,0,3,1,1,0,2,0,0,NA,NA,NA,NA
1769,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1770,3,0,0,0,5,1,0,0,2,2,0,1,1,0
1771,0,0,1,2,1,1,1,0,1,0,0,2,1,0
1772,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1773,1,0,1,0,0,1,2,0,2,0,1,1,1,NA
1774,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA
1775,2,0,1,0,1,0,1,0,1,0,0,1,0,1
1776,0,2,0,0,1,0,1,0,0,0,0,0,1,1
1777,2,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1778,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1779,1,0,0,0,0,0,2,0,0,1,0,0,1,0
1780,1,1,0,0,1,2,1,1,2,0,0,0,1,1
1781,5,0,1,0,0,1,0,3,0,3,0,0,1,0
1782,1,0,2,1,0,0,0,0,0,0,0,0,0,NA
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,2,0,0,1,2,4,2,0,0,1,1,0,1,3
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,0,0,2,2,1,0,0,0,0,0,0,0,0,NA
1787,1,2,1,1,1,1,0,1,1,3,NA,NA,NA,NA
1788,0,0,1,0,0,3,3,3,2,2,NA,NA,NA,NA
1789,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1790,2,0,0,1,1,2,0,2,0,1,0,2,0,0
1791,0,0,0,1,0,1,3,1,1,1,1,2,1,0
1792,0,0,2,0,0,0,1,1,0,1,0,0,1,1
1793,1,3,1,0,1,0,1,0,0,3,0,0,0,1
1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,0,0,0,2,0,0,0,0,0,0,0,0,1,0
1796,1,2,2,2,1,1,0,1,1,2,0,1,0,NA
1797,1,0,0,3,0,1,4,0,1,1,NA,NA,NA,NA
1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,0,2,0,4,0,1,2,0,1,1,0,0,0,1
1800,0,1,0,1,0,0,2,1,1,0,0,1,NA,NA
1801,0,1,1,1,2,2,0,0,0,2,NA,NA,NA,NA
1802,1,0,0,0,0,0,2,0,0,0,0,0,1,1
1803,0,2,1,0,0,1,1,0,0,0,0,0,1,0
1804,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1805,1,1,1,0,0,2,0,1,1,0,0,0,0,1
1806,0,0,0,0,0,0,1,0,0,0,0,0,3,0
1807,1,3,2,0,3,2,0,1,1,2,2,1,1,2
1808,0,0,0,2,1,0,0,1,0,0,1,0,1,NA
1809,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1810,2,2,0,2,0,0,1,1,1,1,NA,NA,NA,NA
1811,1,0,1,1,1,0,2,3,2,0,NA,NA,NA,NA
1812,0,0,2,0,3,2,2,0,0,0,1,3,0,0
1813,1,2,0,1,0,1,2,1,2,0,2,1,0,1
1814,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1815,1,1,1,0,0,1,0,2,0,1,NA,NA,NA,NA
1816,0,0,0,0,3,1,2,1,2,0,1,0,1,NA
1817,0,3,0,0,1,0,0,0,0,0,1,1,0,2
1818,0,2,2,1,2,0,0,2,0,0,0,0,NA,NA
1819,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1820,1,1,0,1,1,2,1,1,1,0,0,1,0,0
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0,2,0,1,1,0,2,0,0,0,1,1,0,0
1823,0,0,0,0,0,0,1,2,3,1,1,0,0,2
1824,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1825,1,1,0,0,2,2,1,0,0,1,0,2,2,0
1826,0,0,1,2,0,0,0,1,2,0,1,3,0,1
1827,0,0,0,0,0,3,4,1,0,1,NA,NA,NA,NA
1828,0,0,0,1,0,0,1,2,4,1,2,0,1,0
1829,0,0,0,0,0,2,3,0,0,0,0,0,0,0
1830,0,0,0,0,0,3,0,1,1,0,1,4,2,NA
1831,0,0,3,3,2,1,0,1,0,0,NA,NA,NA,NA
1832,1,1,2,0,1,0,3,0,0,2,0,2,1,NA
1833,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1834,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
1835,0,2,0,0,0,0,1,0,0,0,NA,NA,NA,NA
1836,0,0,0,2,0,4,1,1,0,0,0,0,0,0
1837,1,3,1,1,1,3,2,0,0,0,NA,NA,NA,NA
1838,0,1,0,0,0,0,0,1,0,1,1,0,0,NA
1839,1,1,2,0,0,1,2,0,0,1,NA,NA,NA,NA
1840,1,1,1,0,1,0,2,1,0,0,1,0,1,NA
1841,0,3,0,0,1,1,2,0,1,2,0,0,1,1
1842,3,2,2,1,1,0,1,1,0,1,0,4,0,NA
1843,2,1,3,3,0,0,0,2,0,0,0,0,2,0
1844,2,0,1,0,0,0,2,1,0,2,NA,NA,NA,NA
1845,0,2,2,1,0,1,2,0,5,1,0,0,1,1
1846,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1847,0,1,0,0,1,1,1,4,0,0,1,0,4,0
1848,2,2,0,2,1,0,2,1,0,1,0,0,4,0
1849,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
1850,1,1,0,1,0,2,3,5,1,0,1,0,2,0
1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,0,0,1,0,1,4,2,1,0,0,1,0,2,1
1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1855,2,0,2,2,3,0,0,0,0,0,0,0,0,NA
1856,2,3,0,0,0,0,1,3,2,0,0,2,0,NA
1857,0,2,1,0,0,2,1,1,0,0,NA,NA,NA,NA
1858,2,0,0,0,0,1,1,1,1,2,0,0,1,1
1859,1,1,0,2,0,2,0,1,1,0,NA,NA,NA,NA
1860,0,1,1,2,1,0,2,1,2,1,2,0,1,0
1861,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1862,0,0,1,2,0,2,1,1,0,0,0,0,0,0
1863,0,1,0,2,0,2,1,2,0,1,0,2,1,2
1864,2,2,0,0,0,1,1,1,3,1,0,0,0,2
1865,0,0,1,0,1,1,0,0,2,1,0,1,1,1
1866,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1867,0,0,0,3,0,0,0,0,1,0,0,1,0,0
1868,0,1,0,1,0,1,2,3,0,1,0,2,1,1
1869,1,0,2,2,0,0,0,2,2,4,2,1,0,4
1870,0,1,0,1,1,0,2,2,1,2,0,0,0,NA
1871,3,0,0,1,0,1,5,0,1,0,1,1,2,1
1872,0,2,0,2,1,1,0,0,1,0,0,0,2,0
1873,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1874,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,1,0,0,0,0,3,0,0,2,2,2,0,0,0
1877,0,0,1,1,0,2,2,2,1,0,0,2,0,1
1878,0,2,1,0,0,1,0,1,0,2,NA,NA,NA,NA
1879,2,0,1,0,0,0,1,1,0,0,0,0,0,0
1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,1,0,1,0,1,0,0,1,0,0,NA,NA,NA,NA
1882,2,1,1,1,0,0,0,2,2,0,NA,NA,NA,NA
1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,2,2,1,0,1,1,1,3,0,3,0,1,0,1
1885,0,0,0,0,1,0,0,1,2,3,0,1,0,0
1886,0,0,1,0,0,0,0,0,0,2,2,2,0,0
1887,0,1,0,3,1,0,0,2,0,0,0,0,0,0
1888,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1889,2,0,0,1,0,2,0,0,0,1,2,1,2,1
1890,0,1,1,5,1,1,0,1,3,2,0,2,1,0
1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,2,0,2,2,0,0,2,2,0,0,2,0,0
1893,0,1,0,0,1,1,1,0,1,2,1,0,0,0
1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,2,0,0,1,0,2,3,0,0,2,1,1,NA
1896,0,1,1,0,4,1,0,0,0,0,NA,NA,NA,NA
1897,0,1,0,1,2,0,2,0,1,1,1,0,0,0
1898,0,0,0,2,1,0,0,2,0,0,0,0,0,3
1899,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1900,1,3,0,0,3,0,1,0,0,3,0,0,0,0
1901,0,1,2,0,1,0,1,3,0,3,0,2,0,1
1902,0,0,1,1,1,2,0,0,1,0,NA,NA,NA,NA
1903,0,0,0,1,1,2,2,0,0,0,0,0,0,0
1904,3,2,1,0,1,0,0,0,1,0,NA,NA,NA,NA
1905,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1906,1,0,0,2,0,0,2,2,0,1,NA,NA,NA,NA
1907,1,3,2,2,1,4,0,0,1,0,0,0,0,2
1908,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1909,0,1,2,0,0,1,0,1,0,2,0,1,0,1
1910,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1911,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
1912,0,2,0,0,0,2,1,1,1,0,1,0,1,0
1913,0,1,0,0,2,1,0,1,0,1,3,2,1,1
1914,1,0,3,0,0,0,0,2,1,0,1,2,0,0
1915,0,1,2,0,0,0,0,0,1,1,NA,NA,NA,NA
1916,0,1,0,1,1,1,0,1,0,0,3,0,0,NA
1917,0,1,0,0,0,1,0,1,3,0,0,0,0,0
1918,0,1,0,1,3,0,0,0,2,1,NA,NA,NA,NA
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,3,1,1,0,0,0,2,2,4,2,1,0,0
1921,0,0,1,1,0,0,0,0,0,2,NA,NA,NA,NA
1922,0,0,1,1,1,0,1,0,0,0,0,2,0,NA
1923,2,0,1,2,0,0,0,0,0,0,0,0,0,0
1924,0,0,0,0,3,1,0,2,1,1,NA,NA,NA,NA
1925,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1926,1,1,2,2,0,0,2,0,4,0,2,0,2,NA
1927,1,1,2,0,0,0,1,0,1,4,NA,NA,NA,NA
1928,1,2,0,1,0,1,0,2,2,1,0,0,0,NA
1929,1,1,0,0,4,0,1,1,2,2,NA,NA,NA,NA
1930,0,1,0,2,1,2,1,0,2,0,1,3,2,NA
1931,0,1,0,0,0,3,0,1,0,1,0,1,0,0
1932,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1933,1,0,0,0,2,0,1,1,0,0,NA,NA,NA,NA
1934,0,1,0,0,3,0,1,2,0,0,2,1,0,0
1935,2,3,1,2,2,2,0,0,1,1,2,1,0,1
1936,0,1,0,1,1,0,0,2,2,0,1,3,1,1
1937,1,1,0,0,2,1,0,1,1,3,0,2,1,NA
1938,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1939,2,2,1,1,2,1,0,4,1,0,0,2,2,NA
1940,0,1,1,0,0,0,2,0,1,0,0,0,0,0
1941,3,2,0,1,1,0,1,3,1,3,NA,NA,NA,NA
1942,0,0,2,1,0,4,1,1,1,3,1,4,0,1
1943,1,1,0,0,0,1,2,2,1,1,0,3,2,NA
1944,3,0,0,0,0,0,0,1,1,1,1,0,0,NA
1945,0,1,0,0,2,0,1,0,3,0,2,0,1,0
1946,1,1,0,0,0,1,2,1,0,0,NA,NA,NA,NA
1947,3,0,1,1,0,4,1,0,1,0,NA,NA,NA,NA
1948,1,1,1,0,0,2,0,0,0,1,1,2,3,0
1949,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
1950,0,1,0,0,2,0,1,0,0,0,1,0,NA,NA
1951,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1952,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1953,2,0,1,1,4,0,3,0,0,0,NA,NA,NA,NA
1954,2,0,2,0,0,0,1,1,0,2,2,1,0,1
1955,0,2,0,3,1,0,2,0,0,0,NA,NA,NA,NA
1956,1,1,0,0,1,2,0,2,1,0,3,0,1,1
1957,0,1,1,0,1,2,3,3,3,3,0,1,0,2
1958,3,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1959,2,1,0,1,1,2,0,1,3,0,NA,NA,NA,NA
1960,0,2,0,1,0,0,2,0,2,0,NA,NA,NA,NA
1961,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA
1962,0,1,0,0,1,1,1,1,0,1,0,0,0,NA
1963,0,0,2,0,0,1,2,1,0,0,1,1,2,4
1964,1,1,0,3,1,0,0,2,1,1,0,2,NA,NA
1965,2,1,1,0,2,1,1,0,0,0,0,0,1,0
1966,0,2,2,0,1,1,2,1,2,1,1,2,2,2
1967,3,0,1,1,0,1,1,2,1,0,2,0,0,1
1968,2,2,1,0,1,1,0,0,0,0,0,1,0,0
1969,0,0,0,0,3,1,0,2,0,2,0,0,3,NA
1970,0,1,2,0,2,1,0,2,1,0,1,1,0,1
1971,0,0,0,2,0,0,1,0,1,1,0,0,NA,NA
1972,0,1,0,1,0,3,0,0,1,0,1,0,0,0
1973,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA
1974,0,0,0,0,0,0,1,3,1,0,1,3,1,NA
1975,0,1,1,3,0,3,5,0,1,2,1,1,1,1
1976,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1977,2,0,0,2,1,1,0,1,0,0,0,1,2,3
1978,0,0,1,1,1,0,1,2,0,3,1,1,0,1
1979,0,1,0,2,1,1,1,1,1,1,0,1,0,NA
1980,0,2,1,0,0,0,0,0,0,0,0,1,3,1
1981,0,0,0,1,2,0,1,1,1,0,1,0,1,0
1982,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,0,1,2,1,2,2,2,0,0,0,2,0,1
1985,0,2,1,1,0,1,0,0,0,0,0,0,2,1
1986,1,1,0,2,0,1,0,1,1,0,3,1,1,0
1987,0,0,0,0,1,0,0,0,0,2,0,1,0,3
1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA
1991,0,0,2,0,1,0,0,3,1,0,0,0,0,0
1992,0,2,3,0,2,2,0,1,1,2,0,2,0,0
1993,1,2,0,0,1,1,0,0,0,0,0,1,0,0
1994,0,0,2,1,1,0,0,2,0,0,0,0,0,0
1995,0,1,0,0,0,2,1,0,1,3,0,2,0,0
1996,1,2,2,1,1,0,0,2,1,0,NA,NA,NA,NA
1997,4,0,0,0,0,0,0,1,3,3,2,0,0,0
1998,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA
1999,1,2,0,1,1,0,1,0,0,0,0,0,1,1
2000,0,4,0,2,0,0,0,0,0,0,2,1,0,0
2001,0,1,2,1,1,0,1,0,1,1,1,1,2,0
2002,1,3,0,2,0,1,3,0,0,2,0,0,1,0
2003,1,0,0,1,0,5,2,1,0,0,0,0,0,0
2004,1,2,2,0,3,2,1,1,0,0,1,0,0,NA
2005,2,1,1,0,0,0,2,2,0,1,NA,NA,NA,NA
2006,0,0,0,4,0,0,0,0,0,0,2,0,0,4
2007,2,3,1,2,2,0,2,1,0,0,1,0,1,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,1,2,0,0,2,0,0,2,1
2010,0,2,0,1,0,3,0,2,0,0,NA,NA,NA,NA
2011,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA
2012,0,1,1,1,1,0,0,0,1,0,0,0,0,2
2013,5,0,0,1,1,1,0,3,0,2,3,2,2,2
2014,1,1,1,2,0,1,0,0,0,2,NA,NA,NA,NA
2015,0,0,1,0,1,1,2,1,1,0,0,0,0,3
2016,1,1,1,1,1,2,0,0,0,0,NA,NA,NA,NA
2017,0,0,2,0,0,0,0,0,2,0,1,0,1,0
2018,1,0,0,1,1,0,0,2,0,0,0,NA,NA,NA
2019,0,1,2,0,0,1,1,0,0,2,NA,NA,NA,NA
2020,1,1,0,2,1,1,0,0,0,0,2,0,1,1
2021,0,1,2,0,3,2,0,1,1,0,2,0,0,3
2022,1,4,0,0,0,2,2,0,0,1,0,1,2,2
2023,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2024,0,1,0,1,1,1,2,0,1,0,NA,NA,NA,NA
2025,1,1,0,0,3,1,3,3,1,1,3,0,1,0
2026,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2027,0,0,0,0,0,0,0,0,1,1,2,2,1,3
2028,0,1,0,2,0,2,3,0,0,4,0,2,1,1
2029,0,2,0,2,0,1,2,1,2,2,0,2,1,0
2030,2,0,2,0,3,0,0,0,0,1,NA,NA,NA,NA
2031,2,2,0,0,2,0,0,0,0,0,0,0,0,0
2032,1,1,0,1,1,2,0,1,0,2,2,0,0,2
2033,1,3,0,1,0,1,1,1,0,0,0,3,0,2
2034,0,2,1,1,0,2,0,0,0,5,NA,NA,NA,NA
2035,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2036,1,0,0,3,1,2,0,2,1,1,0,0,0,0
2037,1,1,1,0,1,0,0,0,0,1,0,3,0,1
2038,1,1,0,2,0,1,2,2,1,1,NA,NA,NA,NA
2039,0,3,2,3,1,0,0,0,0,1,1,0,0,4
2040,1,2,0,2,1,0,1,1,3,1,2,1,1,1
2041,2,0,1,1,1,2,1,1,2,2,1,0,1,0
2042,1,0,0,3,0,2,1,0,1,0,0,2,2,NA
2043,1,2,1,1,2,2,2,0,2,0,2,0,1,3
2044,1,1,0,0,0,1,1,1,1,0,0,1,2,0
2045,3,4,1,1,4,0,2,3,0,0,1,1,0,2
2046,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2047,2,0,1,1,1,0,0,1,0,1,0,0,2,1
2048,0,0,0,0,0,0,0,2,1,1,0,0,1,1
2049,0,0,0,0,0,0,0,0,0,0,0,3,0,2
2050,0,0,1,0,2,1,0,1,0,0,NA,NA,NA,NA
2051,1,0,0,1,1,0,2,1,0,2,0,0,NA,NA
2052,0,0,1,0,1,3,2,0,0,0,NA,NA,NA,NA
2053,1,2,0,0,0,1,1,1,0,1,0,1,1,0
2054,0,1,1,1,0,0,0,1,3,0,1,1,5,1
2055,0,0,0,2,2,1,0,1,0,2,2,2,0,NA
2056,1,0,1,0,1,2,0,1,1,2,2,4,0,3
2057,0,3,0,2,1,0,0,3,0,0,0,3,3,2
2058,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,3,0,0,2,1,0,2,0,1,NA,NA,NA,NA
2061,2,0,3,0,1,2,0,4,0,1,2,1,0,NA
2062,3,0,0,2,0,1,0,2,1,0,0,1,0,0
2063,2,0,1,2,2,1,0,1,0,0,NA,NA,NA,NA
2064,2,2,0,0,2,1,0,3,0,0,NA,NA,NA,NA
2065,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2066,1,0,0,0,2,0,1,0,0,0,0,0,1,2
2067,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2068,1,0,0,0,0,0,0,0,0,0,0,0,2,4
2069,0,0,0,0,2,1,2,2,3,0,0,1,0,0
2070,1,0,2,1,1,1,2,3,0,2,0,0,0,1
2071,0,0,2,0,0,0,1,1,0,1,0,0,0,0
2072,0,1,0,1,2,3,0,1,2,1,0,1,0,0
2073,1,0,2,0,0,1,1,0,0,3,2,4,0,NA
2074,0,0,1,0,3,0,0,2,1,2,1,1,0,1
2075,0,0,0,2,1,0,1,1,0,0,NA,NA,NA,NA
2076,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2077,0,1,0,0,1,1,0,0,0,2,NA,NA,NA,NA
2078,0,1,1,0,0,0,1,0,2,2,1,0,0,NA
2079,0,2,0,0,0,0,1,1,2,0,1,0,NA,NA
2080,1,0,2,0,3,0,1,2,2,1,1,NA,NA,NA
2081,0,0,0,0,0,0,0,0,2,3,0,0,0,0
2082,0,0,0,0,0,1,0,0,0,1,0,0,2,1
2083,0,1,0,0,3,0,3,0,0,0,1,1,0,2
2084,2,0,0,0,0,0,0,0,0,0,0,1,2,NA
2085,0,0,3,0,0,0,0,0,0,0,1,1,0,0
2086,0,1,1,1,0,3,1,2,0,1,0,0,1,NA
2087,1,0,1,0,0,3,1,1,0,0,2,1,2,1
2088,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
2089,1,0,0,1,2,0,0,0,0,0,0,0,0,0
2090,2,2,0,0,1,0,2,0,0,1,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,2,0,4,1,1,0,4,0,0,2,0,2,0
2093,0,0,0,1,0,0,0,0,3,0,1,0,0,0
2094,0,1,3,1,1,1,0,1,2,1,0,2,1,1
2095,1,0,0,1,1,0,0,2,0,3,1,2,2,NA
2096,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2097,0,0,1,2,0,0,0,0,0,0,NA,NA,NA,NA
2098,1,0,0,0,0,0,0,0,0,0,1,0,2,NA
2099,0,0,0,0,2,1,0,1,1,0,0,0,2,1
2100,1,2,0,0,0,0,0,0,0,1,0,0,1,0
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,0,0,0,0,0,0,0,0,0,0,2,0,1,1
2103,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2104,1,3,1,1,3,1,1,1,1,1,0,4,2,0
2105,0,1,1,2,1,0,0,1,0,1,2,1,1,0
2106,0,0,0,0,0,0,0,0,2,3,0,1,2,0
2107,0,2,1,0,0,1,0,0,0,0,NA,NA,NA,NA
2108,0,1,1,2,1,0,1,0,3,1,1,0,0,0
2109,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2110,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
2111,2,0,0,0,0,0,1,1,1,1,0,1,0,0
2112,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2113,2,0,0,0,0,1,0,2,2,1,0,0,0,2
2114,2,0,2,0,0,0,0,0,0,0,0,1,0,0
2115,3,2,1,2,1,1,1,1,0,2,3,0,1,2
2116,2,1,3,0,1,1,0,2,1,2,NA,NA,NA,NA
2117,0,2,2,1,0,1,2,2,1,0,0,0,1,1
2118,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA
2119,0,0,1,1,0,0,5,0,2,1,2,0,0,0
2120,2,1,0,0,0,2,5,0,0,0,0,0,0,1
2121,0,1,1,1,1,0,3,0,0,0,NA,NA,NA,NA
2122,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
2123,0,1,0,1,1,0,1,0,1,0,1,2,1,0
2124,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2125,0,1,1,1,0,0,0,2,0,2,0,0,0,0
2126,1,1,3,2,1,1,1,0,1,0,0,6,2,3
2127,2,2,1,0,0,1,1,0,0,0,0,0,0,0
2128,1,0,2,1,0,0,0,0,1,1,0,0,0,1
2129,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA
2130,1,1,1,1,2,0,1,2,0,1,0,0,1,0
2131,2,1,1,1,1,1,0,4,0,0,0,1,0,NA
2132,0,1,0,1,0,3,0,0,0,0,0,0,0,0
2133,0,0,1,0,1,0,0,3,0,0,0,0,0,1
2134,0,1,0,0,0,3,2,0,0,0,2,0,1,0
2135,0,0,0,0,1,0,0,4,0,2,0,0,0,0
2136,0,0,1,1,0,1,0,0,0,0,0,2,0,0
2137,0,1,0,1,2,1,0,1,0,0,4,1,1,0
2138,0,0,0,2,0,2,1,1,1,2,3,1,1,NA
2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,3,0,0,0,0,0,0,0,0,3,1,0,1,0
2143,0,2,0,0,0,1,0,2,0,0,0,0,1,0
2144,0,1,0,5,1,1,1,3,2,0,0,0,0,0
2145,0,0,0,0,0,0,5,0,0,0,1,2,1,4
2146,0,0,0,3,0,4,0,0,1,0,NA,NA,NA,NA
2147,1,0,1,0,1,1,4,1,0,1,NA,NA,NA,NA
2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,0,0,0,0,1,0,3,1,0,4,0,2,2,1
2151,1,0,0,2,0,0,1,3,0,0,0,2,0,0
2152,0,0,1,0,0,1,3,0,2,1,NA,NA,NA,NA
2153,1,0,0,2,2,2,2,0,1,1,1,3,0,1
2154,0,3,0,2,2,0,1,1,1,1,1,1,1,0
2155,1,2,2,0,3,0,2,1,0,0,NA,NA,NA,NA
2156,2,0,0,0,3,0,0,0,0,0,0,0,0,0
2157,0,0,1,0,0,1,0,2,0,1,NA,NA,NA,NA
2158,0,1,0,1,0,1,1,0,2,1,2,1,1,0
2159,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2160,1,0,2,0,2,3,2,1,2,1,NA,NA,NA,NA
2161,3,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA
2162,0,1,1,2,0,1,2,0,0,1,1,1,1,2
2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,0,1,1,0,1,1,0,1,2,2,0,1,1,1
2165,0,1,0,0,0,4,0,0,0,0,NA,NA,NA,NA
2166,0,1,0,0,1,2,1,1,3,2,0,0,1,1
2167,0,0,0,0,1,2,2,0,2,1,NA,NA,NA,NA
2168,1,0,1,0,0,0,3,1,0,1,0,1,3,0
2169,1,4,1,0,0,1,0,1,1,2,5,0,1,0
2170,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2171,2,2,1,0,1,1,1,0,2,1,0,0,0,2
2172,4,0,0,3,1,0,0,3,0,1,0,1,0,1
2173,1,0,2,0,0,1,1,1,0,1,0,1,0,3
2174,0,2,0,1,0,0,0,1,0,0,0,0,0,NA
2175,3,3,0,0,1,2,0,2,1,0,0,0,0,NA
2176,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2177,0,5,2,3,0,1,2,0,0,0,0,1,2,0
2178,4,0,1,0,0,0,1,1,1,0,1,1,1,NA
2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,1,0,0,0,0,2,0,0,1,0,0,0,1,0
2181,0,0,0,0,0,1,0,0,0,1,0,0,2,1
2182,0,0,4,0,0,0,0,0,2,0,1,1,NA,NA
2183,2,0,0,0,0,3,0,1,0,1,2,0,1,2
2184,0,0,0,1,1,0,0,0,2,1,0,2,1,2
2185,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2186,1,0,2,1,1,2,1,0,0,0,1,0,0,1
2187,1,0,1,0,2,2,2,0,0,1,0,0,1,NA
2188,1,0,0,0,2,0,0,1,2,0,0,1,0,0
2189,4,1,0,1,3,2,0,1,1,3,2,1,0,1
2190,1,2,2,0,0,0,1,1,1,0,6,2,3,0
2191,1,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA
2192,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2193,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
2194,1,1,1,0,0,0,0,2,0,0,1,0,0,0
2195,0,0,0,1,3,2,1,1,0,1,0,0,0,2
2196,0,1,0,1,1,0,0,0,1,0,NA,NA,NA,NA
2197,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2198,0,0,0,0,0,0,0,0,0,0,0,0,0,1
