userid,age_range,gender,metro_area
3683,45 to 54,female,SEA
3684,25 to 34,prefer not to answer,SF
3685,45 to 54,female,PHL
3686,35 to 44,prefer not to answer,LA
3687,55+,prefer not to answer,None of above
3688,55+,female,DC
3689,25 to 34,male,LA
3690,35 to 44,female,HOU
3691,25 to 34,female,SEA
3692,35 to 44,female,SF
3693,25 to 34,prefer not to answer,NYC
3694,25 to 34,prefer not to answer,SF
3695,35 to 44,prefer not to answer,LA
3696,25 to 34,female,LA
3697,25 to 34,male,None of above
3698,45 to 54,female,SF
3699,35 to 44,male,SEA
3700,25 to 34,female,LA
3701,25 to 34,female,SEA
3702,25 to 34,prefer not to answer,CHI
3703,35 to 44,male,SF
3704,55+,prefer not to answer,NYC
3705,55+,female,SF
3706,35 to 44,female,LA
3707,55+,prefer not to answer,DC
3708,25 to 34,prefer not to answer,SF
3709,35 to 44,non-binary,PHL
3710,25 to 34,prefer not to answer,LA
3711,25 to 34,female,DC
3712,25 to 34,male,None of above
3713,25 to 34,non-binary,HOU
3714,25 to 34,male,None of above
3715,25 to 34,female,None of above
3716,25 to 34,male,SF
3717,45 to 54,female,NYC
3718,25 to 34,prefer not to answer,None of above
3719,25 to 34,female,SEA
3720,25 to 34,female,NYC
3721,35 to 44,female,ATL
3722,25 to 34,female,None of above
3723,18 to 24,non-binary,LA
3724,18 to 24,male,None of above
3725,35 to 44,male,None of above
3726,25 to 34,male,ATL
3727,18 to 24,male,SF
3728,35 to 44,prefer not to answer,PHL
3729,25 to 34,female,NYC
3730,25 to 34,male,NYC
3731,25 to 34,male,BOS
3732,55+,male,None of above
3733,45 to 54,male,LA
3734,25 to 34,female,HOU
3735,25 to 34,female,None of above
3736,25 to 34,female,DC
3737,35 to 44,female,DC
3738,35 to 44,female,SF
3739,18 to 24,non-binary,SF
3740,35 to 44,male,LA
3741,18 to 24,female,NYC
3742,25 to 34,male,DC
3743,35 to 44,female,SEA
3744,35 to 44,male,LA
3745,25 to 34,prefer not to answer,SF
3746,18 to 24,female,SEA
3747,45 to 54,non-binary,SEA
3748,18 to 24,male,NYC
3749,25 to 34,female,DC
3750,25 to 34,female,SF
3751,35 to 44,female,LA
3752,45 to 54,prefer not to answer,LA
3753,25 to 34,female,None of above
3754,35 to 44,prefer not to answer,NYC
3755,18 to 24,male,SF
3756,25 to 34,prefer not to answer,SEA
3757,35 to 44,male,HOU
3758,35 to 44,male,DC
3759,35 to 44,male,LA
3760,35 to 44,female,None of above
3761,45 to 54,female,ATL
3762,45 to 54,female,SF
3763,25 to 34,female,None of above
3764,35 to 44,non-binary,SF
3765,55+,female,SEA
3766,35 to 44,female,LA
3767,25 to 34,female,LA
3768,25 to 34,male,None of above
3769,25 to 34,female,SF
3770,25 to 34,male,DC
3771,18 to 24,female,DC
3772,25 to 34,female,SF
3773,25 to 34,female,SEA
3774,18 to 24,female,NYC
3775,18 to 24,female,SF
3776,18 to 24,non-binary,LA
3777,55+,female,LA
3778,35 to 44,female,HOU
3779,25 to 34,female,None of above
3780,35 to 44,female,SF
3781,25 to 34,female,SF
3782,35 to 44,female,HOU
3783,45 to 54,male,NYC
3784,25 to 34,female,DC
3785,35 to 44,male,LA
3786,35 to 44,female,SF
3787,25 to 34,male,None of above
3788,25 to 34,prefer not to answer,None of above
3789,25 to 34,female,PHL
3790,35 to 44,female,LA
3791,25 to 34,female,SF
3792,25 to 34,male,DC
3793,25 to 34,female,LA
3794,18 to 24,female,LA
3795,35 to 44,female,SEA
3796,35 to 44,female,SF
3797,35 to 44,female,ATL
3798,35 to 44,female,BOS
3799,35 to 44,prefer not to answer,LA
3800,25 to 34,female,LA
3801,25 to 34,male,SF
3802,45 to 54,male,HOU
3803,25 to 34,female,SEA
3804,18 to 24,male,None of above
3805,35 to 44,prefer not to answer,LA
3806,45 to 54,male,LA
3807,25 to 34,female,SEA
3808,35 to 44,female,DC
3809,25 to 34,prefer not to answer,DC
3810,25 to 34,female,DC
3811,45 to 54,female,DC
